ProductID,ProductName,Category,YearMonth,Year,Month,MonthlyQuantity,MonthlyRevenue,MonthlyOrderCount,UniqueCustomers,AverageUnitPrice,AverageDiscount,ReturnRate,CancellationRate,MoM_QuantityGrowth,MoM_RevenueGrowth,SeasonalIndex
P00001,Wireless Earbuds,Home & Kitchen,2021-01,2021,1,6,2363.34,2,2,375.945,0.025,0.0,0.0,-0.4545,-0.2869,0.3585
P00001,Wireless Earbuds,Sports & Outdoors,2021-01,2021,1,5,639.58,2,2,148.425,0.15,0.0,0.0,-0.1667,-0.7294,0.2988
P00001,Wireless Earbuds,Toys & Games,2021-01,2021,1,2,1054.59,1,1,523.08,0.1,1.0,0.0,-0.6,0.6489,0.1195
P00001,Wireless Earbuds,Books,2021-02,2021,2,8,1689.06,3,3,278.26,0.06666666666666667,0.0,0.0,3.0,0.6016,0.478
P00001,Wireless Earbuds,Clothing,2021-02,2021,2,25,8976.619999999999,8,8,351.0275,0.0625,0.0,0.0,2.125,4.3146,1.4938
P00001,Wireless Earbuds,Electronics,2021-02,2021,2,7,2397.39,2,2,349.71999999999997,0.05,0.0,0.0,-0.72,-0.7329,0.4183
P00001,Wireless Earbuds,Home & Kitchen,2021-02,2021,2,13,3734.69,4,4,266.26250000000005,0.125,0.0,0.0,0.8571,0.5578,0.7768
P00001,Wireless Earbuds,Sports & Outdoors,2021-02,2021,2,9,2970.94,2,2,335.575,0.025,0.5,0.0,-0.3077,-0.2045,0.5378
P00001,Wireless Earbuds,Toys & Games,2021-02,2021,2,18,6224.35,6,6,348.575,0.075,0.0,0.0,1.0,1.0951,1.0756
P00001,Wireless Earbuds,Books,2021-03,2021,3,14,4011.59,6,6,361.105,0.1416666666666667,0.0,0.0,-0.2222,-0.3555,0.8366
P00001,Wireless Earbuds,Clothing,2021-03,2021,3,9,2398.46,4,4,252.695,0.0375,0.0,0.0,-0.3571,-0.4021,0.5378
P00001,Wireless Earbuds,Electronics,2021-03,2021,3,14,2650.86,5,5,187.778,0.04,0.0,0.0,0.5556,0.1052,0.8366
P00001,Wireless Earbuds,Home & Kitchen,2021-03,2021,3,10,2385.9300000000003,2,2,219.62,0.0,0.0,0.0,-0.2857,-0.0999,0.5975
P00001,Wireless Earbuds,Sports & Outdoors,2021-03,2021,3,16,7322.97,5,5,472.61800000000005,0.09,0.2,0.0,0.6,2.0692,0.9561
P00001,Wireless Earbuds,Toys & Games,2021-03,2021,3,24,5133.54,5,5,206.18599999999998,0.09,0.0,0.0,0.5,-0.299,1.4341
P00001,Wireless Earbuds,Books,2021-04,2021,4,11,3552.48,5,5,382.746,0.06999999999999999,0.0,0.0,-0.5417,-0.308,0.6573
P00001,Wireless Earbuds,Clothing,2021-04,2021,4,11,1585.17,4,4,140.0225,0.11249999999999999,0.0,0.25,0.0,-0.5538,0.6573
P00001,Wireless Earbuds,Electronics,2021-04,2021,4,31,7134.38,10,10,229.48200000000003,0.15,0.0,0.0,1.8182,3.5007,1.8524
P00001,Wireless Earbuds,Home & Kitchen,2021-04,2021,4,19,4456.26,8,8,246.3775,0.11875,0.0,0.0,-0.3871,-0.3754,1.1353
P00001,Wireless Earbuds,Sports & Outdoors,2021-04,2021,4,18,6034.85,6,6,367.8616666666667,0.09166666666666667,0.0,0.0,-0.0526,0.3542,1.0756
P00001,Wireless Earbuds,Toys & Games,2021-04,2021,4,29,9005.02,9,9,321.5833333333333,0.03888888888888889,0.0,0.0,0.6111,0.4922,1.7329
P00001,Wireless Earbuds,Books,2021-05,2021,5,13,5222.68,4,4,374.6425,0.0625,0.0,0.0,-0.5517,-0.42,0.7768
P00001,Wireless Earbuds,Clothing,2021-05,2021,5,21,5141.84,7,7,256.96,0.02142857142857143,0.0,0.0,0.6154,-0.0155,1.2548
P00001,Wireless Earbuds,Electronics,2021-05,2021,5,31,6203.38,10,10,205.14500000000004,0.05500000000000001,0.0,0.1,0.4762,0.2065,1.8524
P00001,Wireless Earbuds,Home & Kitchen,2021-05,2021,5,26,5578.21,9,9,198.50333333333333,0.07777777777777778,0.0,0.0,-0.1613,-0.1008,1.5536
P00001,Wireless Earbuds,Sports & Outdoors,2021-05,2021,5,17,5572.53,5,5,355.486,0.08,0.0,0.0,-0.3462,-0.001,1.0158
P00001,Wireless Earbuds,Toys & Games,2021-05,2021,5,14,3516.87,5,5,276.556,0.030000000000000006,0.0,0.0,-0.1765,-0.3689,0.8366
P00001,Wireless Earbuds,Books,2021-06,2021,6,9,3117.17,4,4,402.7175,0.1,0.25,0.0,-0.3571,-0.1137,0.5378
P00001,Wireless Earbuds,Clothing,2021-06,2021,6,19,10083.1,6,6,482.93333333333334,0.008333333333333333,0.0,0.0,1.1111,2.2347,1.1353
P00001,Wireless Earbuds,Electronics,2021-06,2021,6,18,5370.1900000000005,6,6,256.66833333333335,0.075,0.0,0.0,-0.0526,-0.4674,1.0756
P00001,Wireless Earbuds,Home & Kitchen,2021-06,2021,6,13,4703.91,6,6,340.755,0.049999999999999996,0.0,0.0,-0.2778,-0.1241,0.7768
P00001,Wireless Earbuds,Sports & Outdoors,2021-06,2021,6,30,9716.96,8,8,303.8825,0.075,0.125,0.0,1.3077,1.0657,1.7926
P00001,Wireless Earbuds,Toys & Games,2021-06,2021,6,19,4577.12,5,5,248.53000000000003,0.06,0.2,0.0,-0.3667,-0.529,1.1353
P00001,Wireless Earbuds,Books,2021-07,2021,7,19,5433.639999999999,7,7,294.2071428571429,0.1142857142857143,0.0,0.0,0.0,0.1871,1.1353
P00001,Wireless Earbuds,Clothing,2021-07,2021,7,6,1724.04,2,2,332.99,0.07500000000000001,0.0,0.0,-0.6842,-0.6827,0.3585
P00001,Wireless Earbuds,Electronics,2021-07,2021,7,14,3939.24,4,4,269.31,0.05,0.0,0.0,1.3333,1.2849,0.8366
P00001,Wireless Earbuds,Home & Kitchen,2021-07,2021,7,22,5863.389999999999,6,6,283.00666666666666,0.075,0.0,0.0,0.5714,0.4885,1.3146
P00001,Wireless Earbuds,Sports & Outdoors,2021-07,2021,7,11,4275.04,6,6,411.4816666666666,0.025000000000000005,0.0,0.0,-0.5,-0.2709,0.6573
P00001,Wireless Earbuds,Toys & Games,2021-07,2021,7,21,4834.25,7,7,260.05285714285714,0.05714285714285715,0.0,0.14285714285714285,0.9091,0.1308,1.2548
P00001,Wireless Earbuds,Books,2021-08,2021,8,12,3281.0,5,5,289.748,0.09,0.0,0.0,-0.4286,-0.3213,0.717
P00001,Wireless Earbuds,Clothing,2021-08,2021,8,5,1123.8600000000001,2,2,260.58,0.05,0.0,0.0,-0.5833,-0.6575,0.2988
P00001,Wireless Earbuds,Electronics,2021-08,2021,8,16,5952.860000000001,7,7,325.07,0.049999999999999996,0.14285714285714285,0.0,2.2,4.2968,0.9561
P00001,Wireless Earbuds,Home & Kitchen,2021-08,2021,8,9,4201.84,5,5,459.16999999999996,0.06,0.0,0.0,-0.4375,-0.2941,0.5378
P00001,Wireless Earbuds,Sports & Outdoors,2021-08,2021,8,12,4531.98,5,5,361.892,0.08,0.0,0.0,0.3333,0.0786,0.717
P00001,Wireless Earbuds,Toys & Games,2021-08,2021,8,19,6073.09,7,7,281.76142857142855,0.11428571428571428,0.0,0.0,0.5833,0.3401,1.1353
P00001,Wireless Earbuds,Books,2021-09,2021,9,14,3768.41,4,4,259.8125,0.11249999999999999,0.25,0.0,-0.2632,-0.3795,0.8366
P00001,Wireless Earbuds,Clothing,2021-09,2021,9,21,5987.1,7,7,267.4942857142857,0.08571428571428573,0.0,0.0,0.5,0.5888,1.2548
P00001,Wireless Earbuds,Electronics,2021-09,2021,9,22,6464.96,8,8,231.41250000000002,0.05625,0.0,0.0,0.0476,0.0798,1.3146
P00001,Wireless Earbuds,Home & Kitchen,2021-09,2021,9,15,5272.2,3,3,349.39000000000004,0.05000000000000001,0.0,0.0,-0.3182,-0.1845,0.8963
P00001,Wireless Earbuds,Sports & Outdoors,2021-09,2021,9,28,9491.58,6,6,315.39833333333337,0.06666666666666667,0.0,0.0,0.8667,0.8003,1.6731
P00001,Wireless Earbuds,Toys & Games,2021-09,2021,9,27,8925.23,8,8,312.99875,0.1125,0.0,0.125,-0.0357,-0.0597,1.6133
P00001,Wireless Earbuds,Books,2021-10,2021,10,9,1052.62,3,3,115.94,0.10000000000000002,0.0,0.0,-0.6667,-0.8821,0.5378
P00001,Wireless Earbuds,Clothing,2021-10,2021,10,22,6239.37,6,6,289.2416666666667,0.041666666666666664,0.0,0.0,1.4444,4.9275,1.3146
P00001,Wireless Earbuds,Electronics,2021-10,2021,10,19,3267.55,7,7,185.02,0.12142857142857144,0.0,0.0,-0.1364,-0.4763,1.1353
P00001,Wireless Earbuds,Home & Kitchen,2021-10,2021,10,32,6785.51,8,8,197.96875,0.1375,0.125,0.0,0.6842,1.0766,1.9121
P00001,Wireless Earbuds,Sports & Outdoors,2021-10,2021,10,16,4906.549999999999,7,7,269.44571428571425,0.03571428571428571,0.0,0.0,-0.5,-0.2769,0.9561
P00001,Wireless Earbuds,Toys & Games,2021-10,2021,10,15,6678.73,4,4,435.93,0.0625,0.0,0.0,-0.0625,0.3612,0.8963
P00001,Wireless Earbuds,Books,2021-11,2021,11,28,8235.53,8,8,295.74125,0.08125,0.0,0.125,0.8667,0.2331,1.6731
P00001,Wireless Earbuds,Clothing,2021-11,2021,11,4,1194.93,2,2,403.715,0.15000000000000002,0.0,0.0,-0.8571,-0.8549,0.239
P00001,Wireless Earbuds,Electronics,2021-11,2021,11,24,8377.119999999999,8,8,268.495,0.09375,0.125,0.0,5.0,6.0106,1.4341
P00001,Wireless Earbuds,Home & Kitchen,2021-11,2021,11,10,3482.4,4,4,261.5525,0.0625,0.0,0.25,-0.5833,-0.5843,0.5975
P00001,Wireless Earbuds,Sports & Outdoors,2021-11,2021,11,22,9279.64,7,7,391.06,0.1,0.0,0.14285714285714285,1.2,1.6647,1.3146
P00001,Wireless Earbuds,Toys & Games,2021-11,2021,11,10,2450.28,4,4,272.5375,0.0875,0.0,0.0,-0.5455,-0.736,0.5975
P00001,Wireless Earbuds,Books,2021-12,2021,12,10,4268.6,3,3,424.6266666666667,0.06666666666666667,0.0,0.0,0.0,0.7421,0.5975
P00001,Wireless Earbuds,Clothing,2021-12,2021,12,9,2218.86,4,4,197.595,0.0625,0.0,0.0,-0.1,-0.4802,0.5378
P00001,Wireless Earbuds,Electronics,2021-12,2021,12,10,2815.03,5,5,288.15999999999997,0.06999999999999999,0.0,0.0,0.1111,0.2687,0.5975
P00001,Wireless Earbuds,Home & Kitchen,2021-12,2021,12,23,6457.53,8,8,289.87874999999997,0.05,0.0,0.125,1.3,1.2939,1.3743
P00001,Wireless Earbuds,Sports & Outdoors,2021-12,2021,12,17,3848.7999999999997,4,4,239.025,0.0625,0.0,0.0,-0.2609,-0.404,1.0158
P00001,Wireless Earbuds,Toys & Games,2021-12,2021,12,16,3263.75,4,4,186.8975,0.037500000000000006,0.0,0.0,-0.0588,-0.152,0.9561
P00001,Wireless Earbuds,Books,2022-01,2022,1,27,8950.8,7,7,338.8,0.08571428571428573,0.0,0.0,0.6875,1.7425,1.6133
P00001,Wireless Earbuds,Clothing,2022-01,2022,1,15,5186.38,6,6,340.77,0.08333333333333333,0.16666666666666666,0.0,-0.4444,-0.4206,0.8963
P00001,Wireless Earbuds,Electronics,2022-01,2022,1,41,8319.86,9,9,202.64777777777778,0.07777777777777778,0.0,0.1111111111111111,1.7333,0.6042,2.4499
P00001,Wireless Earbuds,Home & Kitchen,2022-01,2022,1,10,4177.8099999999995,4,4,345.41999999999996,0.025,0.0,0.0,-0.7561,-0.4979,0.5975
P00001,Wireless Earbuds,Sports & Outdoors,2022-01,2022,1,19,6000.13,7,7,330.29714285714283,0.15,0.0,0.0,0.9,0.4362,1.1353
P00001,Wireless Earbuds,Toys & Games,2022-01,2022,1,14,5885.55,6,6,440.19166666666666,0.075,0.0,0.16666666666666666,-0.2632,-0.0191,0.8366
P00001,Wireless Earbuds,Books,2022-02,2022,2,21,8900.470000000001,6,6,387.565,0.025000000000000005,0.3333333333333333,0.0,0.5,0.5123,1.2548
P00001,Wireless Earbuds,Clothing,2022-02,2022,2,7,3002.09,3,3,283.69666666666666,0.08333333333333333,0.0,0.0,-0.6667,-0.6627,0.4183
P00001,Wireless Earbuds,Electronics,2022-02,2022,2,18,5272.47,4,4,298.2725,0.05,0.25,0.0,1.5714,0.7563,1.0756
P00001,Wireless Earbuds,Home & Kitchen,2022-02,2022,2,13,2540.38,5,5,201.568,0.13,0.0,0.0,-0.2778,-0.5182,0.7768
P00001,Wireless Earbuds,Sports & Outdoors,2022-02,2022,2,16,4978.5,6,6,284.56,0.041666666666666664,0.0,0.0,0.2308,0.9597,0.9561
P00001,Wireless Earbuds,Toys & Games,2022-02,2022,2,15,5892.44,4,4,408.20500000000004,0.1625,0.0,0.25,-0.0625,0.1836,0.8963
P00001,Wireless Earbuds,Books,2022-03,2022,3,2,415.37,1,1,213.83,0.1,0.0,0.0,-0.8667,-0.9295,0.1195
P00001,Wireless Earbuds,Clothing,2022-03,2022,3,14,3558.67,7,7,228.69571428571427,0.07142857142857142,0.0,0.2857142857142857,6.0,7.5675,0.8366
P00001,Wireless Earbuds,Electronics,2022-03,2022,3,9,1040.4099999999999,3,3,135.47,0.13333333333333333,0.0,0.0,-0.3571,-0.7076,0.5378
P00001,Wireless Earbuds,Home & Kitchen,2022-03,2022,3,5,2165.45,2,2,462.965,0.075,0.0,0.0,-0.4444,1.0813,0.2988
P00001,Wireless Earbuds,Sports & Outdoors,2022-03,2022,3,10,4653.27,3,3,384.5933333333333,0.08333333333333333,0.0,0.0,1.0,1.1489,0.5975
P00001,Wireless Earbuds,Toys & Games,2022-03,2022,3,17,7142.58,5,5,407.576,0.06000000000000001,0.0,0.0,0.7,0.535,1.0158
P00001,Wireless Earbuds,Books,2022-04,2022,4,15,6147.38,5,5,399.87199999999996,0.02,0.0,0.0,-0.1176,-0.1393,0.8963
P00001,Wireless Earbuds,Clothing,2022-04,2022,4,21,6176.46,6,6,316.93333333333334,0.025000000000000005,0.0,0.0,0.4,0.0047,1.2548
P00001,Wireless Earbuds,Electronics,2022-04,2022,4,18,4286.73,5,5,273.572,0.05,0.2,0.0,-0.1429,-0.306,1.0756
P00001,Wireless Earbuds,Home & Kitchen,2022-04,2022,4,16,4243.68,5,5,275.86199999999997,0.13999999999999999,0.0,0.0,-0.1111,-0.01,0.9561
P00001,Wireless Earbuds,Sports & Outdoors,2022-04,2022,4,16,5705.5,6,6,349.16833333333335,0.13333333333333333,0.0,0.0,0.0,0.3445,0.9561
P00001,Wireless Earbuds,Toys & Games,2022-04,2022,4,11,3799.89,5,5,306.604,0.11000000000000001,0.0,0.2,-0.3125,-0.334,0.6573
P00001,Wireless Earbuds,Books,2022-05,2022,5,22,8457.22,7,7,400.67857142857144,0.10714285714285714,0.14285714285714285,0.0,1.0,1.2256,1.3146
P00001,Wireless Earbuds,Clothing,2022-05,2022,5,40,10293.77,10,10,277.835,0.1,0.0,0.0,0.8182,0.2172,2.3901
P00001,Wireless Earbuds,Electronics,2022-05,2022,5,6,2355.0,4,4,363.1825,0.1125,0.25,0.0,-0.85,-0.7712,0.3585
P00001,Wireless Earbuds,Home & Kitchen,2022-05,2022,5,28,6895.18,9,9,220.7288888888889,0.08888888888888889,0.0,0.0,3.6667,1.9279,1.6731
P00001,Wireless Earbuds,Sports & Outdoors,2022-05,2022,5,4,969.97,3,3,199.62333333333333,0.049999999999999996,0.0,0.0,-0.8571,-0.8593,0.239
