CustomerID,Recency,Frequency,Monetary,TotalQuantity,AverageOrderValue,UniqueProducts,UniqueCategories,ReturnRate,CancellationRate,AverageDiscount,AverageOrderFrequency,first_order_date,last_order_date,ActiveDays,customer_segment
CUST000027,154,2,1713.44,4,856.72,2,2,0.0,0.0,0.125,0.0025873221216041,2022-06-17,2024-07-28,773,1
CUST000029,1403,3,2454.36,8,818.1199999999999,3,3,0.0,0.0,0.0166666666666666,0.0160427807486631,2020-08-23,2021-02-25,187,1
CUST000030,470,4,968.95,9,242.2375,4,3,0.0,0.0,0.025,0.0030651340996168,2020-02-20,2023-09-16,1305,1
CUST000031,260,4,4627.38,13,1156.845,4,4,0.0,0.0,0.0875,0.0066006600660066,2022-08-17,2024-04-13,606,2
CUST000032,463,2,897.27,4,448.635,2,2,0.0,0.0,0.075,0.0018331805682859,2020-09-28,2023-09-23,1091,1
CUST000033,1241,2,722.64,6,361.32,2,2,0.5,0.0,0.0,0.0042372881355932,2020-04-22,2021-08-06,472,0
CUST000037,399,2,3833.86,8,1916.93,2,2,0.5,0.0,0.1,0.0014224751066856,2020-01-21,2023-11-26,1406,1
CUST000038,895,2,907.23,5,453.615,2,2,0.0,0.0,0.15,0.0025157232704402,2020-05-15,2022-07-18,795,1
CUST000039,7,2,128.68,7,64.34,2,1,0.0,0.0,0.075,0.0067340067340067,2024-03-01,2024-12-22,297,1
CUST000040,1349,1,191.74,1,191.74,1,1,0.0,0.0,0.25,1.0,2021-04-20,2021-04-20,1,0
CUST000041,636,3,1793.55,10,597.85,3,2,0.0,0.0,0.0333333333333333,0.0032894736842105,2020-10-04,2023-04-03,912,1
CUST000042,1071,2,1298.03,4,649.015,2,2,0.0,0.0,0.025,0.0066225165562913,2021-03-28,2022-01-23,302,0
CUST000043,480,1,497.33,2,497.33,1,1,0.0,0.0,0.0,1.0,2023-09-06,2023-09-06,1,0
CUST000044,344,3,3636.77,10,1212.256666666667,3,2,0.0,0.0,0.0166666666666666,0.0036540803897685,2021-10-22,2024-01-20,821,1
CUST000046,235,4,2558.53,7,639.6324999999999,4,3,0.0,0.0,0.075,0.0027720027720027,2020-05-27,2024-05-08,1443,2
CUST000047,1280,2,1081.39,6,540.6949999999999,2,2,0.0,0.0,0.05,0.0068965517241379,2020-09-12,2021-06-28,290,0
CUST000048,1108,1,1463.6,3,1463.6,1,1,0.0,0.0,0.1,1.0,2021-12-17,2021-12-17,1,0
CUST000049,724,2,2925.89,6,1462.945,2,2,0.0,0.0,0.025,0.0067567567567567,2022-03-16,2023-01-05,296,1
CUST000050,337,2,2380.86,5,1190.43,2,2,0.0,0.0,0.075,0.0029455081001472,2022-03-20,2024-01-27,679,1
CUST000051,218,1,758.83,3,758.83,1,1,0.0,0.0,0.15,1.0,2024-05-25,2024-05-25,1,0
CUST000052,1708,1,895.66,2,895.66,1,1,0.0,0.0,0.0,1.0,2020-04-26,2020-04-26,1,0
CUST000053,905,3,1727.68,7,575.8933333333333,3,3,0.0,0.0,0.0833333333333333,0.0037641154328732,2020-05-03,2022-07-08,797,1
CUST000054,490,3,3251.9,10,1083.9666666666667,3,2,0.3333333333333333,0.0,0.1333333333333333,0.0031055900621118,2021-01-04,2023-08-27,966,1
CUST000055,619,2,4507.969999999999,10,2253.985,2,2,0.0,0.0,0.15,0.0019900497512437,2020-07-20,2023-04-20,1005,1
CUST000056,454,2,3346.4300000000003,7,1673.215,2,2,0.0,0.0,0.175,0.0038240917782026,2022-04-28,2023-10-02,523,1
CUST000058,85,2,651.0300000000001,4,325.51500000000004,2,2,0.0,0.0,0.1,0.001743679163034,2021-08-16,2024-10-05,1147,1
CUST000059,625,1,1035.29,2,1035.29,1,1,0.0,0.0,0.1,1.0,2023-04-14,2023-04-14,1,0
CUST000061,706,1,2140.97,4,2140.97,1,1,0.0,0.0,0.15,1.0,2023-01-23,2023-01-23,1,0
CUST000062,56,6,7146.65,21,1191.1083333333331,6,5,0.0,0.0,0.0583333333333333,0.0039113428943937,2020-08-23,2024-11-03,1534,2
CUST000063,407,3,1043.59,8,347.8633333333334,3,2,0.0,0.0,0.0666666666666666,0.0041322314049586,2021-11-23,2023-11-18,726,1
CUST000064,24,4,5024.780000000001,12,1256.1950000000002,4,3,0.0,0.0,0.075,0.0035273368606701,2021-10-29,2024-12-05,1134,2
CUST000065,62,3,5306.8,15,1768.9333333333334,3,3,0.0,0.0,0.1166666666666666,0.0022953328232593,2021-04-01,2024-10-28,1307,2
CUST000066,248,2,1223.36,9,611.6800000000001,2,1,0.0,0.5,0.15,0.0063091482649842,2023-06-14,2024-04-25,317,3
CUST000067,399,2,1106.49,8,553.245,2,2,0.0,0.0,0.1,0.0060975609756097,2023-01-03,2023-11-26,328,1
CUST000068,878,3,2133.56,5,711.1866666666666,3,2,0.0,0.0,0.0666666666666666,0.0031712473572938,2020-01-02,2022-08-04,946,1
CUST000069,223,5,9578.62,17,1915.724,5,5,0.0,0.0,0.03,0.003221649484536,2020-02-20,2024-05-20,1552,2
CUST000070,2,5,4382.66,15,876.5319999999999,5,3,0.0,0.0,0.0699999999999999,0.0028801843317972,2020-03-28,2024-12-27,1736,2
CUST000071,647,2,3549.08,9,1774.54,2,2,0.0,0.0,0.025,0.0555555555555555,2023-02-16,2023-03-23,36,1
CUST000072,301,1,1823.97,5,1823.97,1,1,0.0,0.0,0.25,1.0,2024-03-03,2024-03-03,1,0
CUST000073,640,2,364.29,2,182.145,2,2,0.0,0.0,0.0,0.002919708029197,2021-05-15,2023-03-30,685,1
CUST000074,208,1,936.42,2,936.42,1,1,0.0,0.0,0.0,1.0,2024-06-04,2024-06-04,1,0
CUST000075,1735,1,177.35,4,177.35,1,1,0.0,0.0,0.0,1.0,2020-03-30,2020-03-30,1,0
CUST000076,202,3,3722.78,10,1240.9266666666667,3,3,0.0,0.0,0.1166666666666666,0.0024570024570024,2021-02-06,2024-06-10,1221,2
CUST000077,1674,1,1397.38,5,1397.38,1,1,0.0,0.0,0.05,1.0,2020-05-30,2020-05-30,1,0
CUST000078,1438,1,126.29,3,126.29,1,1,1.0,0.0,0.05,1.0,2021-01-21,2021-01-21,1,0
CUST000079,573,1,1401.0,3,1401.0,1,1,0.0,0.0,0.2,1.0,2023-06-05,2023-06-05,1,0
CUST000080,1687,2,1546.23,9,773.115,2,2,0.0,0.0,0.175,0.0277777777777777,2020-03-07,2020-05-17,72,0
CUST000081,1654,1,625.81,3,625.81,1,1,0.0,0.0,0.05,1.0,2020-06-19,2020-06-19,1,0
CUST000082,1186,2,3002.29,8,1501.145,2,2,0.0,0.0,0.075,0.0166666666666666,2021-06-03,2021-09-30,120,1
CUST000083,506,2,2052.11,5,1026.0549999999998,2,2,0.0,0.0,0.0,0.0240963855421686,2023-05-21,2023-08-11,83,1
CUST000084,1618,1,113.97,4,113.97,1,1,0.0,0.0,0.0,1.0,2020-07-25,2020-07-25,1,0
CUST000085,257,3,875.5799999999999,4,291.86,3,3,0.0,0.0,0.0833333333333333,0.0025929127052722,2021-02-15,2024-04-16,1157,1
CUST000086,346,5,5106.34,17,1021.268,5,4,0.0,0.0,0.0,0.0037425149700598,2020-05-23,2024-01-18,1336,2
CUST000087,1293,2,1926.64,6,963.32,2,2,0.0,0.0,0.125,0.0074626865671641,2020-09-21,2021-06-15,268,0
CUST000088,1023,1,738.67,3,738.67,1,1,0.0,0.0,0.1,1.0,2022-03-12,2022-03-12,1,0
CUST000089,885,1,552.31,4,552.31,1,1,0.0,0.0,0.05,1.0,2022-07-28,2022-07-28,1,0
CUST000091,1479,1,944.65,4,944.65,1,1,1.0,0.0,0.2,1.0,2020-12-11,2020-12-11,1,0
CUST000092,187,2,2097.69,6,1048.845,2,2,0.5,0.0,0.1,0.0019646365422396,2021-09-12,2024-06-25,1018,1
CUST000093,386,3,1959.58,11,653.1933333333333,3,2,0.0,0.0,0.0666666666666666,0.002269288956127,2020-04-27,2023-12-09,1322,1
CUST000094,565,1,680.74,5,680.74,1,1,0.0,0.0,0.1,1.0,2023-06-13,2023-06-13,1,0
CUST000095,935,2,2744.84,6,1372.42,2,2,0.0,0.0,0.075,0.0035273368606701,2020-11-19,2022-06-08,567,1
CUST000096,233,4,3768.67,13,942.1675,4,3,0.0,0.0,0.075,0.0048721071863581,2022-02-10,2024-05-10,821,2
CUST000097,1141,1,191.43,1,191.43,1,1,0.0,0.0,0.0,1.0,2021-11-14,2021-11-14,1,0
CUST000098,5,1,290.85,1,290.85,1,1,0.0,0.0,0.05,1.0,2024-12-24,2024-12-24,1,0
CUST000099,968,2,3654.03,9,1827.015,2,2,0.0,0.0,0.05,0.0150375939849624,2021-12-25,2022-05-06,133,1
CUST000100,787,2,2897.41,7,1448.705,2,2,0.0,0.0,0.125,0.002053388090349,2020-03-05,2022-11-03,974,1
CUST000101,680,2,730.36,6,365.18,2,2,0.0,0.0,0.175,0.0219780219780219,2022-11-20,2023-02-18,91,0
CUST000102,145,1,2009.63,4,2009.63,1,1,1.0,0.0,0.25,1.0,2024-08-06,2024-08-06,1,0
CUST000103,1232,2,544.31,2,272.155,2,2,0.0,0.0,0.15,0.0070175438596491,2020-11-04,2021-08-15,285,0
CUST000104,179,2,388.09,7,194.045,2,1,0.0,0.0,0.025,0.0017985611510791,2021-06-18,2024-07-03,1112,1
CUST000105,362,5,2138.8,10,427.7600000000001,5,3,0.0,0.0,0.0799999999999999,0.0035637918745545,2020-03-01,2024-01-02,1403,2
CUST000107,265,2,1778.95,5,889.475,2,2,0.0,0.0,0.075,0.0025031289111389,2022-01-31,2024-04-08,799,1
CUST000108,253,4,2228.13,12,557.0325,4,3,0.0,0.0,0.025,0.0138408304498269,2023-07-07,2024-04-20,289,2
CUST000109,349,2,1499.71,5,749.855,2,2,0.0,0.0,0.05,0.025,2023-10-28,2024-01-15,80,1
CUST000110,1,3,4204.21,10,1401.4033333333334,3,2,0.0,0.0,0.0833333333333333,0.0018529956763434,2020-07-24,2024-12-28,1619,2
CUST000112,345,3,3073.67,10,1024.5566666666666,3,3,0.0,0.0,0.0999999999999999,0.004601226993865,2022-04-08,2024-01-19,652,1
CUST000113,304,1,292.81,5,292.81,1,1,1.0,0.0,0.0,1.0,2024-02-29,2024-02-29,1,0
CUST000115,112,3,2479.67,7,826.5566666666667,3,3,0.0,0.0,0.1333333333333333,0.0024330900243309,2021-04-25,2024-09-08,1233,1
CUST000116,505,2,2850.11,7,1425.0549999999998,2,2,0.0,0.0,0.025,0.003125,2021-11-11,2023-08-12,640,1
CUST000119,205,3,2942.56,5,980.8533333333334,3,3,0.3333333333333333,0.0,0.05,0.0024370430544272,2021-01-24,2024-06-07,1231,1
CUST000120,1381,1,323.0,1,323.0,1,1,0.0,0.0,0.0,1.0,2021-03-19,2021-03-19,1,0
CUST000121,53,4,4097.08,13,1024.27,4,3,0.0,0.0,0.025,0.0035242290748898,2021-09-29,2024-11-06,1135,2
CUST000123,41,4,2268.66,7,567.165,4,4,0.0,0.0,0.0625,0.0024875621890547,2020-06-25,2024-11-18,1608,2
CUST000126,781,4,1522.33,12,380.5825,4,4,0.0,0.0,0.0125,0.0058309037900874,2020-12-24,2022-11-09,686,2
CUST000127,106,2,2003.39,4,1001.695,2,2,0.5,0.0,0.025,0.0023866348448687,2022-05-31,2024-09-14,838,1
CUST000128,461,2,3416.25,7,1708.125,2,2,0.0,0.0,0.075,0.0075471698113207,2023-01-04,2023-09-25,265,1
CUST000130,1323,1,1486.25,3,1486.25,1,1,0.0,1.0,0.0,1.0,2021-05-16,2021-05-16,1,3
CUST000131,1346,1,2466.19,4,2466.19,1,1,0.0,0.0,0.05,1.0,2021-04-23,2021-04-23,1,0
CUST000132,1616,1,816.11,2,816.11,1,1,0.0,0.0,0.05,1.0,2020-07-27,2020-07-27,1,0
CUST000133,1256,1,359.95,5,359.95,1,1,1.0,0.0,0.15,1.0,2021-07-22,2021-07-22,1,0
CUST000134,729,2,4020.47,8,2010.235,2,1,0.0,0.0,0.05,0.0032467532467532,2021-04-25,2022-12-31,616,1
CUST000135,265,2,2008.22,4,1004.11,1,2,0.0,0.0,0.05,0.0015910898965791,2020-10-30,2024-04-08,1257,1
CUST000136,1031,1,297.72,2,297.72,1,1,0.0,0.0,0.0,1.0,2022-03-04,2022-03-04,1,0
CUST000137,108,4,4621.53,11,1155.3825,4,4,0.0,0.0,0.1,0.0038986354775828,2021-11-22,2024-09-12,1026,2
CUST000138,11,6,5457.71,25,909.6183333333332,6,3,0.1666666666666666,0.0,0.0499999999999999,0.0081521739130434,2022-12-14,2024-12-18,736,2
CUST000139,75,6,5485.71,20,914.285,5,3,0.3333333333333333,0.0,0.075,0.0036697247706422,2020-04-25,2024-10-15,1635,2
CUST000140,326,1,1140.76,4,1140.76,1,1,0.0,1.0,0.1,1.0,2024-02-07,2024-02-07,1,3
CUST000141,886,3,1156.37,7,385.45666666666665,3,2,0.0,0.3333333333333333,0.1999999999999999,0.0077120822622107,2021-07-04,2022-07-27,389,1
CUST000144,1800,1,203.06,5,203.06,1,1,0.0,0.0,0.1,1.0,2020-01-25,2020-01-25,1,0
CUST000145,1694,1,2649.96,5,2649.96,1,1,0.0,0.0,0.0,1.0,2020-05-10,2020-05-10,1,0
CUST000146,97,3,1374.51,8,458.17,3,2,0.0,0.0,0.0166666666666666,0.0029527559055118,2021-12-13,2024-09-23,1016,1
CUST000147,823,2,1693.52,9,846.76,2,1,0.0,0.0,0.075,0.0137931034482758,2022-05-07,2022-09-28,145,0
CUST000148,590,1,783.58,2,783.58,1,1,0.0,0.0,0.0,1.0,2023-05-19,2023-05-19,1,0
CUST000149,121,2,1270.2,6,635.1,2,2,0.0,0.0,0.025,0.0024330900243309,2022-06-01,2024-08-30,822,1
CUST000150,1136,1,1379.35,3,1379.35,1,1,0.0,0.0,0.05,1.0,2021-11-19,2021-11-19,1,0
CUST000151,500,3,1911.28,8,637.0933333333334,3,3,0.0,0.0,0.1166666666666666,0.0025252525252525,2020-05-17,2023-08-17,1188,1
CUST000152,1194,5,1459.8200000000002,7,291.96400000000006,5,3,0.0,0.0,0.06,0.0094517958412098,2020-04-12,2021-09-22,529,2
CUST000153,662,1,57.05,1,57.05,1,1,0.0,0.0,0.0,1.0,2023-03-08,2023-03-08,1,0
CUST000154,467,2,1370.74,5,685.37,2,2,0.0,0.0,0.025,0.002020202020202,2021-01-03,2023-09-19,990,1
CUST000155,1649,1,1761.45,5,1761.45,1,1,0.0,0.0,0.3,1.0,2020-06-24,2020-06-24,1,0
CUST000156,190,2,1777.3300000000002,9,888.6650000000001,2,2,0.0,0.0,0.125,0.0063091482649842,2023-08-11,2024-06-22,317,1
CUST000157,1380,2,1238.46,3,619.23,2,2,0.0,0.0,0.025,0.0045662100456621,2020-01-08,2021-03-20,438,0
CUST000158,899,3,2935.98,11,978.66,3,3,0.0,0.0,0.1333333333333333,0.0085470085470085,2021-07-29,2022-07-14,351,1
CUST000159,290,2,2122.01,5,1061.005,2,2,0.0,0.0,0.125,0.0045454545454545,2022-12-31,2024-03-14,440,1
CUST000160,964,5,1988.16,14,397.632,4,3,0.2,0.0,0.03,0.0060313630880579,2020-02-02,2022-05-10,829,2
CUST000161,162,3,2252.22,7,750.7399999999999,3,3,0.0,0.0,0.0833333333333333,0.0032017075773745,2021-12-27,2024-07-20,937,1
CUST000162,430,1,745.36,4,745.36,1,1,0.0,0.0,0.0,1.0,2023-10-26,2023-10-26,1,0
CUST000163,1436,1,1089.83,5,1089.83,1,1,0.0,0.0,0.05,1.0,2021-01-23,2021-01-23,1,0
CUST000164,424,5,4248.28,13,849.656,5,3,0.2,0.0,0.06,0.0040453074433656,2020-06-14,2023-11-01,1236,2
CUST000165,453,1,865.32,4,865.32,1,1,0.0,0.0,0.0,1.0,2023-10-03,2023-10-03,1,0
CUST000166,588,2,2935.28,7,1467.64,2,2,0.0,0.0,0.025,0.0053475935828877,2022-05-13,2023-05-21,374,1
CUST000167,1492,1,171.97,1,171.97,1,1,0.0,0.0,0.25,1.0,2020-11-28,2020-11-28,1,0
CUST000168,744,1,2442.34,4,2442.34,1,1,0.0,1.0,0.0,1.0,2022-12-16,2022-12-16,1,3
CUST000169,102,4,6813.650000000001,15,1703.4125,4,3,0.0,0.0,0.0625,0.0041623309053069,2022-02-01,2024-09-18,961,2
CUST000170,369,4,4652.0,15,1163.0,4,4,0.0,0.0,0.0625,0.0032128514056224,2020-07-30,2023-12-26,1245,2
CUST000171,178,2,558.21,8,279.105,2,1,0.0,0.5,0.0,0.0021810250817884,2021-12-31,2024-07-04,917,3
CUST000172,1232,1,1376.02,3,1376.02,1,1,0.0,0.0,0.25,1.0,2021-08-15,2021-08-15,1,0
CUST000173,770,1,366.02,2,366.02,1,1,0.0,0.0,0.15,1.0,2022-11-20,2022-11-20,1,0
CUST000174,484,2,1203.62,7,601.81,2,1,0.0,0.0,0.125,0.0015432098765432,2020-02-15,2023-09-02,1296,1
CUST000176,939,1,522.94,1,522.94,1,1,0.0,0.0,0.1,1.0,2022-06-04,2022-06-04,1,0
CUST000177,36,2,1544.04,8,772.02,2,2,0.0,0.0,0.075,0.3333333333333333,2024-11-18,2024-11-23,6,1
CUST000178,365,2,871.72,3,435.86,2,2,0.0,0.0,0.075,0.0246913580246913,2023-10-11,2023-12-30,81,0
CUST000179,1462,1,185.21,2,185.21,1,1,0.0,0.0,0.25,1.0,2020-12-28,2020-12-28,1,0
CUST000180,146,7,4954.05,16,707.7214285714286,6,3,0.0,0.0,0.1214285714285714,0.0046791443850267,2020-07-02,2024-08-05,1496,2
CUST000183,19,3,2221.32,6,740.44,3,3,0.0,0.0,0.0666666666666666,0.0043859649122807,2023-01-27,2024-12-10,684,1
CUST000184,293,1,1150.3,2,1150.3,1,1,0.0,0.0,0.0,1.0,2024-03-11,2024-03-11,1,0
CUST000185,367,2,506.42,4,253.21,2,2,0.0,0.0,0.05,0.0057636887608069,2023-01-16,2023-12-28,347,1
CUST000186,1815,1,1002.32,3,1002.32,1,1,0.0,0.0,0.1,1.0,2020-01-10,2020-01-10,1,0
CUST000188,705,4,3356.62,9,839.155,4,3,0.0,0.0,0.1375,0.0051880674448767,2020-12-15,2023-01-24,771,2
CUST000189,504,1,739.02,4,739.02,1,1,0.0,1.0,0.0,1.0,2023-08-13,2023-08-13,1,3
CUST000190,907,1,264.69,1,264.69,1,1,0.0,0.0,0.15,1.0,2022-07-06,2022-07-06,1,0
CUST000191,361,2,1908.93,9,954.465,2,2,0.0,0.0,0.075,0.0079051383399209,2023-04-26,2024-01-03,253,1
CUST000192,81,3,1889.94,8,629.98,3,2,0.3333333333333333,0.0,0.0833333333333333,0.0022091310751104,2021-01-21,2024-10-09,1358,1
CUST000193,969,2,1386.38,5,693.1899999999999,2,2,0.0,0.0,0.0,0.0025906735751295,2020-03-25,2022-05-05,772,1
CUST000194,785,1,741.08,3,741.08,1,1,0.0,0.0,0.2,1.0,2022-11-05,2022-11-05,1,0
CUST000195,399,1,766.71,5,766.71,1,1,0.0,0.0,0.2,1.0,2023-11-26,2023-11-26,1,0
CUST000196,1800,1,688.99,3,688.99,1,1,0.0,0.0,0.0,1.0,2020-01-25,2020-01-25,1,0
CUST000197,316,3,3019.76,8,1006.5866666666668,3,3,0.0,0.3333333333333333,0.0833333333333333,0.0030895983522142,2021-06-22,2024-02-17,971,1
CUST000198,912,1,612.66,2,612.66,1,1,0.0,0.0,0.0,1.0,2022-07-01,2022-07-01,1,0
CUST000199,197,2,1247.08,6,623.54,2,2,0.0,0.0,0.025,0.0033783783783783,2022-11-02,2024-06-15,592,1
CUST000200,76,5,3271.38,14,654.2760000000001,5,4,0.0,0.0,0.1399999999999999,0.0037764350453172,2021-03-01,2024-10-14,1324,2
CUST000203,602,3,2907.86,9,969.2866666666664,3,2,0.0,0.0,0.1,0.0036319612590799,2021-02-01,2023-05-07,826,1
CUST000204,754,2,3098.64,7,1549.32,2,2,0.0,0.5,0.1,0.008,2022-04-01,2022-12-06,250,3
CUST000206,507,2,620.13,5,310.065,2,2,0.0,0.0,0.025,0.0016708437761069,2020-05-01,2023-08-10,1197,1
CUST000207,1389,1,156.56,3,156.56,1,1,0.0,0.0,0.0,1.0,2021-03-11,2021-03-11,1,0
CUST000208,561,1,496.0,2,496.0,1,1,0.0,0.0,0.0,1.0,2023-06-17,2023-06-17,1,0
CUST000209,17,4,4162.34,17,1040.585,4,3,0.0,0.0,0.1375,0.0030097817908201,2021-04-24,2024-12-12,1329,2
CUST000210,399,2,1759.0,5,879.5,2,2,0.0,0.0,0.025,0.0017241379310344,2020-09-23,2023-11-26,1160,1
CUST000211,617,5,3642.16,18,728.432,5,4,0.0,0.0,0.04,0.0041390728476821,2020-01-01,2023-04-22,1208,2
CUST000212,1755,1,137.06,1,137.06,1,1,0.0,0.0,0.05,1.0,2020-03-10,2020-03-10,1,0
CUST000213,861,2,3546.09,6,1773.0449999999998,2,2,0.0,0.0,0.0,0.0026702269692923,2020-08-03,2022-08-21,749,1
CUST000214,401,1,1103.48,5,1103.48,1,1,0.0,0.0,0.15,1.0,2023-11-24,2023-11-24,1,0
CUST000215,13,6,6449.26,22,1074.8766666666668,6,4,0.0,0.0,0.0833333333333333,0.0034305317324185,2020-03-04,2024-12-16,1749,2
CUST000216,1763,1,1329.02,3,1329.02,1,1,0.0,0.0,0.0,1.0,2020-03-02,2020-03-02,1,0
CUST000217,239,2,1414.0,4,707.0,2,2,0.0,0.0,0.05,0.0476190476190476,2024-03-24,2024-05-04,42,1
CUST000218,791,2,352.54,7,176.27,2,2,0.0,0.0,0.075,0.0026281208935611,2020-09-30,2022-10-30,761,1
CUST000219,1064,2,4528.4400000000005,8,2264.2200000000003,2,2,0.0,0.0,0.025,0.0037453183520599,2020-08-15,2022-01-30,534,1
CUST000220,529,3,3360.69,11,1120.23,3,2,0.0,0.0,0.05,0.0566037735849056,2023-05-28,2023-07-19,53,1
CUST000222,1105,1,60.97,4,60.97,1,1,0.0,0.0,0.0,1.0,2021-12-20,2021-12-20,1,0
CUST000223,118,4,3212.6,11,803.15,4,4,0.25,0.0,0.05,0.0053333333333333,2022-08-15,2024-09-02,750,2
CUST000224,1685,1,444.57,1,444.57,1,1,0.0,0.0,0.15,1.0,2020-05-19,2020-05-19,1,0
CUST000225,1489,1,454.69,1,454.69,1,1,0.0,0.0,0.15,1.0,2020-12-01,2020-12-01,1,0
CUST000227,432,1,695.74,5,695.74,1,1,0.0,0.0,0.1,1.0,2023-10-24,2023-10-24,1,0
CUST000228,1166,2,408.05,4,204.025,2,2,0.0,0.0,0.05,0.003610108303249,2020-04-15,2021-10-20,554,0
CUST000229,216,3,3046.15,12,1015.3833333333332,3,3,0.0,0.0,0.0166666666666666,0.0067114093959731,2023-03-08,2024-05-27,447,1
CUST000231,956,2,692.5,5,346.25,2,2,0.0,0.0,0.05,0.0079681274900398,2021-09-10,2022-05-18,251,0
CUST000232,195,3,1541.58,4,513.86,3,3,0.0,0.0,0.0166666666666666,0.0023715415019762,2020-12-31,2024-06-17,1265,1
CUST000233,456,1,149.9,3,149.9,1,1,0.0,0.0,0.05,1.0,2023-09-30,2023-09-30,1,0
CUST000234,131,5,5256.79,17,1051.358,5,3,0.0,0.0,0.08,0.0033311125916055,2020-07-12,2024-08-20,1501,2
CUST000235,116,3,3904.91,10,1301.6366666666663,2,3,0.0,0.0,0.1166666666666666,0.0022865853658536,2021-02-01,2024-09-04,1312,1
CUST000236,124,2,401.9500000000001,6,200.975,2,2,0.0,0.0,0.2249999999999999,0.0014440433212996,2020-11-12,2024-08-27,1385,1
CUST000237,24,5,2050.62,10,410.124,4,4,0.0,0.0,0.07,0.0033003300330033,2020-10-13,2024-12-05,1515,2
CUST000238,273,1,646.08,3,646.08,1,1,1.0,0.0,0.05,1.0,2024-03-31,2024-03-31,1,0
CUST000239,561,2,5681.43,10,2840.715,2,2,0.0,0.0,0.125,0.0094786729857819,2022-11-19,2023-06-17,211,1
CUST000240,620,4,3409.9100000000003,15,852.4775000000001,4,3,0.0,0.0,0.0,0.005420054200542,2021-04-12,2023-04-19,738,2
CUST000241,616,1,405.87,4,405.87,1,1,0.0,0.0,0.1,1.0,2023-04-23,2023-04-23,1,0
CUST000242,556,3,3811.33,10,1270.4433333333334,3,3,0.0,0.0,0.0,0.0029615004935834,2020-09-13,2023-06-22,1013,2
